Station,Train_samples,Test_samples,R2_train,R2_test,RMSE_test
兰山嘴,590,148,0.8711905523583974,-2.980354271039094,0.6535253763709608
拖山,616,155,0.9050995725247735,-0.7520505261590258,1.8453243768236924
锡东水厂,648,162,0.7892076334719786,-0.11391136406655655,0.6371279952531701
