Station,Features,Train_samples,Test_samples,R2_train,R2_test,RMSE_test
兰山嘴,"Temp_lag24, Temp_lag18, pH_lag3, CODMn_lag24, NH3N_lag7",590,148,0.21925269124280333,-0.7832813061849524,0.4374329769701501
拖山,"Temp_lag3, Temp_lag12, Temp_lag18, CODMn_lag30, Temp_lag7",616,155,0.4366696345867487,-0.9171015177126185,1.9302873349110787
锡东水厂,"Temp_lag3, TP_lag3, CODMn_lag3, Temp_lag7, CODMn_lag30",648,162,0.28542330893733214,-0.1409697887051573,0.644819917234031
